TOTAL,Date,Retail,Institutional,Foreign,Regional,Local,Total Turnover
TOTAL,5/24/2009,608107120.9,190982394.1,22374506.42,35959028.18,740755980.4,799089515
TOTAL,5/25/2009,625600000,974400000,48000000,59200000,1492800000,1600000000
TOTAL,5/26/2009,769649615.9,228598913.1,79859882.32,76865136.73,841523509.9,998248529
TOTAL,5/27/2009,1038133807,424026484.7,245642929.1,78956655.77,1137560707,1462160292
TOTAL,5/28/2009,692826648.4,342788670.6,237155908.1,53851996.59,744607414.4,1035615319
TOTAL,5/31/2009,1003600000,296400000,178100000,85800000,1036100000,1300000000
TOTAL,6/1/2009,1459240560,661748626,341479258.9,199372983.5,1580136944,2120989186
TOTAL,6/2/2009,1641895196,667380747.8,226309042.5,198597731.2,1886678446,2309275944
TOTAL,6/3/2009,1505035903,436945907.3,153416563,184488272,1604076975,1941981810
TOTAL,6/4/2009,1378875906,391183023.3,159305303.6,157535244.7,1453218381,1770058929
TOTAL,6/7/2009,1145200000,254800000,93800000,98000000,1209600000,1400000000
TOTAL,6/8/2009,938600000,361400000,148200000,87100000,1064700000,1300000000
TOTAL,6/9/2009,939600000,860400000,181800000,86400000,1531800000,1800000000
TOTAL,6/10/2009,1315668547,779345062.9,349867272.9,245116592.4,1500029745,2095013610
TOTAL,6/11/2009,1213456580,419728588.2,249877330.7,124122072.8,1260818950,1633185168
TOTAL,6/14/2009,1123500000,376500000,81000000,103500000,1315500000,1500000000
TOTAL,6/15/2009,1317935031,832040549.5,217147533.6,167698095.2,1765129951,2149975580
TOTAL,6/16/2009,1303857844,594042947.9,140444658.6,125261452.3,1632194681,1897900792
TOTAL,6/17/2009,1249847552,574747414.3,186108686.5,158739762,1477921922,1824594966
TOTAL,6/18/2009,1645608707,366137878.7,191115925.7,132775274.7,1689867132,2011746586
TOTAL,6/21/2009,867224175.6,166416081.4,40311970.02,44446531.05,948881755.9,1033640257
TOTAL,6/22/2009,971198174.1,511547129.9,228342776.8,189791398.9,1064611128,1482745304
TOTAL,6/23/2009,866384537,575187072,172988593.1,162897591.8,1104243852,1441571609
TOTAL,6/24/2009,686388859.8,541498188.2,117877156.6,58938578.3,1051071313,1227887048
TOTAL,6/25/2009,632865305.4,413193050.6,152724520,47072626.02,846261210,1046058356
TOTAL,6/28/2009,502828491,257880270,43360399.38,45642525.66,671705836,760708761
TOTAL,6/29/2009,516967590.2,21959884159,112384258.7,44953703.5,22319513787,22476851749
TOTAL,6/30/2009,734820360.8,780367077.4,318827016.1,177632194.7,1021764675,1518223886
TOTAL,7/2/2009,830105860.6,519659766.4,282101016,91784062.64,975880548.3,1349765627
TOTAL,7/5/2009,611454621.9,217074676.1,43912052.79,34798230.52,749819014.7,828529298
TOTAL,7/6/2009,548215453.5,241720358.5,105851398.8,41076662.22,643007751,789935812
TOTAL,7/7/2009,581257912,220477139,82578710.25,26457256.68,693500819.1,801735051
TOTAL,7/8/2009,631654034.6,255500508.4,140170417.8,39921954.44,707062170.8,887154543
TOTAL,7/9/2009,565232930.1,322102909.9,185453190.6,39042776.96,662839872.5,887335840
TOTAL,7/12/2009,438656006.9,214105908.1,75067620.23,31332571.92,546361722.9,652761915
TOTAL,7/13/2009,474600000,225400000,112000000,37100000,551600000,700000000
TOTAL,7/14/2009,518018813.8,264486947.2,151806117.6,52427885.99,579054263.1,782505761
TOTAL,7/15/2009,521709021.5,332151897.5,225419282.6,53793237.9,574648398.5,853860919
TOTAL,7/16/2009,1030474448,647822698.7,198039063.3,122515691.7,1357742392,1678297147
TOTAL,7/19/2009,637408203.7,262885869.3,57618820.67,37812351.07,804862901.3,900294073
TOTAL,7/20/2009,761623855.6,497258550.4,172466889.6,73015179.55,1013400337,1258882406
TOTAL,7/21/2009,819061367.7,460722019.3,120299638.4,70388086.29,1089095662,1279783387
TOTAL,7/26/2009,940800000,659200000,108800000,62400000,1427200000,1600000000
TOTAL,7/27/2009,855352202.4,964546100.6,354880169.1,70976033.82,1395861998,1819898303
TOTAL,7/28/2009,865200000,534800000,105000000,56000000,1239000000,1400000000
TOTAL,7/29/2009,699908400,284491600,79736400,48235600,856428000,984400000
TOTAL,7/30/2009,1001547304,556069032,93456980.16,63862269.78,1400297086,1557616336
TOTAL,8/2/2009,1902497751,1070154985,178359164.2,121878762.2,2672414810,2972652736
TOTAL,8/3/2009,1151156312,980614636.1,119379173.1,127906256.9,1875958434,2131770948
TOTAL,8/4/2009,1224054121,430073069.4,104210013,133984302.4,1417587002,1654127190
TOTAL,8/5/2009,944619237.3,508641127.8,145326036.5,90102142.63,1217832186,1453260365
TOTAL,8/6/2009,860704718,360153038,194116383.2,86680900.68,940060472.1,1220857756
TOTAL,8/9/2009,946605746.2,822750788.8,53080696.05,72543617.94,1643732221,1769356535
TOTAL,8/10/2009,806400000,593600000,159600000,77000000,1163400000,1400000000
TOTAL,8/11/2009,908618713.4,474362585.6,189468438,52553289.36,1140959572,1382981299
TOTAL,8/12/2009,919268053.2,362835228.8,170519736.5,87183023.18,1024400522,1282103282
TOTAL,8/13/2009,995235723.9,554975684.1,151920718,85261627.44,1313029063,1550211408
TOTAL,8/16/2009,931621744.3,249140922.7,43688218.68,75568810.69,1061505638,1180762667
TOTAL,8/17/2009,1027683990,598398272.4,201634200.5,105695347,1320378797,1626082262
TOTAL,8/18/2009,731846867.4,345983570.6,86226435.04,53891521.9,937712481.1,1077830438
TOTAL,8/19/2009,796400000,303600000,152900000,67100000,880000000,1100000000
TOTAL,8/20/2009,724042585.7,308828435.3,159062137.2,56807906.16,817000977.6,1032871021
TOTAL,8/23/2009,843355617.3,230982748.7,121400235.4,71980670.52,880957460.1,1074338366
TOTAL,8/24/2009,832447256.4,333445259.6,159727274.7,82778368.64,924552765.2,1165892516
TOTAL,8/25/2009,1023450108,593374707.1,261925620,98626313.72,1256272881,1616824815
TOTAL,8/26/2009,874359788.9,460540652.1,140164546.3,81428926.9,1113306968,1334900441
TOTAL,8/27/2009,731263600.4,398973803.6,163884423.6,72335193.86,894017786.6,1130237404
TOTAL,8/30/2009,644400000,555600000,98400000,69600000,1030800000,1200000000
TOTAL,8/31/2009,502548980.4,335032653.6,133175479.8,36853591.9,667552562.3,837581634
TOTAL,9/1/2009,581600000,218400000,109600000,48800000,641600000,800000000
TOTAL,9/2/2009,584285924.9,358110728.1,224290403.4,74449335.59,643656914,942396653
TOTAL,9/3/2009,646450914.9,203024663.1,90893886.85,67958046.24,690623644.9,849475578
TOTAL,9/6/2009,645696374,140779112,53480333.05,41683200.76,690525476.7,786475486
TOTAL,9/7/2009,701388669.9,223926198.1,114739043.6,61070781.29,750430357.9,925314868
TOTAL,9/8/2009,621172982.6,214860641.4,138781581.6,45145815.7,652106226.7,836033624
TOTAL,9/9/2009,613800000,316200000,143220000,60450000,726330000,930000000
TOTAL,9/10/2009,655519174.4,384987451.6,146711434.3,87402556.58,806392635.2,1040506626
TOTAL,9/13/2009,651682214.4,221886437.6,57655531.03,53287687.77,762625433.2,873568652
TOTAL,9/14/2009,591545224.4,233482982.6,93228187.39,44551523.18,687248496.4,825028207
TOTAL,9/15/2009,599829633.9,254628534.1,145257888.6,60666529.93,648533749.5,854458168
TOTAL,9/16/2009,715409457.2,363639497.8,65821986.26,50715300.89,963590716.8,1079048955
TOTAL,9/17/2009,729300000,370700000,67100000,51700000,982300000,1100000000
TOTAL,9/22/2009,608751237.5,667456807.5,144211509.1,38286241.35,1093710295,1276208045
TOTAL,9/23/2009,852800000,447200000,200200000,68900000,1030900000,1300000000
TOTAL,9/24/2009,1001000000,1199000000,224400000,96800000,1878800000,2200000000
TOTAL,9/27/2009,1020216568,338260886,86942557.06,74716259.97,1196818637,1358477454
TOTAL,9/28/2009,1072157642,537688667.5,135227090,91761239.67,1382857980,1609846310
TOTAL,9/29/2009,1163747533,463871394.2,115560943.8,97657135.62,1416028466,1627618927
TOTAL,9/30/2009,1011905477,413313504.5,136821022.2,81237481.92,1207160477,1425218981
TOTAL,10/1/2009,1192218567,461343939.2,181891875.7,102520875.4,1369149755,1653562506
TOTAL,10/4/2009,1034185819,227016399.2,36574864.32,64321313.12,1160306041,1261202218
TOTAL,10/5/2009,1017941904,1017941904,128067917.9,83178132.22,1109041763,1320287813
TOTAL,10/7/2009,924247985.5,434940228.5,144073950.7,62522657.84,1153950794,1359188214
TOTAL,10/8/2009,874640512.4,185529805.7,102836520.8,59369537.81,899024429.7,1060170318
TOTAL,10/11/2009,868643939.3,226745643.7,117206685.4,84344997.89,893837899.7,1095389583
TOTAL,10/12/2009,907547438.2,542208852.8,362439072.8,111631234.4,975685983.8,1449756291
TOTAL,10/13/2009,782329865.3,406621297.7,178342674.5,68959167.45,941649321.1,1188951163
TOTAL,10/14/2009,1041169378,573046712,227604468.7,154964744.6,1233261093,1614216090
TOTAL,10/15/2009,900460558.5,508710894.5,211375718,85959458.63,1110427105,1409171453
TOTAL,10/18/2009,607285416.3,113956170.7,44716978.39,45438219.98,631086388.6,721241587
TOTAL,10/19/2009,893497186.5,566465536.5,179575414.9,125556794.2,1156290477,1459962723
TOTAL,10/20/2009,891113868.6,717394919.4,323310266.4,93293509.7,1191905012,1608508788
TOTAL,10/21/2009,720370531.5,539018509.5,152386074,84379065.75,1022623901,1259389041
TOTAL,10/22/2009,809346562.2,539564374.8,198289907.7,86330299.97,1064290729,1348910937
TOTAL,10/25/2009,732000000,468000000,201600000,70800000,927600000,1200000000
TOTAL,10/26/2009,854400000,345600000,200400000,100800000,898800000,1200000000
TOTAL,10/27/2009,668800000,431200000,165000000,88000000,847000000,1100000000
TOTAL,10/28/2009,780000000,720000000,93000000,118500000,1288500000,1500000000
TOTAL,10/29/2009,701328559.9,910759778.1,188310749,62877732.96,1360899856,1612249563
TOTAL,11/1/2009,533939718.6,590143899.5,183225629.7,50583762.81,890274225.5,1124083618
TOTAL,11/2/2009,535894179.3,641895225.7,144868096.8,49467155.01,983454153.2,1177789405
TOTAL,11/3/2009,724100000,575900000,130000000,45500000,1125800000,1300000000
TOTAL,11/4/2009,432447300,355252700,91373200,33871100,661668000,787700000
TOTAL,11/5/2009,464283744,191484256,95742128,41969152,518056720,655768000
TOTAL,11/8/2009,486336000,109664000,41720000,32780000,521500000,596000000
TOTAL,11/9/2009,613712000,354288000,76472000,73568000,817960000,968000000
TOTAL,11/10/2009,800457366.4,419752033.6,176930363,78093401.6,965185635.4,1220209400
TOTAL,11/11/2009,807245080.5,374665725.5,134737831.9,81551845.61,965621128.5,1181910806
TOTAL,11/12/2009,691207201.9,263498878.1,105972374.9,56327658.72,792406046.4,954706080
TOTAL,11/15/2009,407415195.1,165601956.9,57874732.35,40684217.79,474458201.9,573017152
TOTAL,11/16/2009,454972452,232297113,111337669.5,35050747.82,540881147.7,687269565
TOTAL,11/17/2009,518505118,575387536,157520542.2,49225169.43,891522513,1093892654
TOTAL,11/18/2009,560961006.4,574587589.6,322495801.3,84030596.1,729022198.6,1135548596
TOTAL,11/19/2009,396688500,281411500,183765100,37295500,457039400,678100000
TOTAL,11/22/2009,335584515.7,188766290.1,98577951.48,45094169.29,380154334.2,524350805.7
TOTAL,11/23/2009,304864878.5,363698451.6,143741116,40782363.14,484039851,668563330.1
TOTAL,11/24/2009,463100000,636900000,316800000,71500000,711700000,1100000000
TOTAL,11/30/2009,559900000,540100000,315700000,71500000,712800000,1100000000
TOTAL,12/1/2009,441011333.3,425415647.6,248664543.5,56317753.76,561444683.6,866426980.9
TOTAL,12/2/2009,329754800.9,431803630.8,218567269.9,47978181.2,495012980.6,761558431.7
TOTAL,12/3/2009,524768985.2,381567776.8,190330720,106041401.1,609964640.8,906336762
TOTAL,12/6/2009,494149500,350550500,206106800,59129000,579464200,844700000
TOTAL,12/7/2009,452179079.2,314226139.8,197732546.5,79706142.78,488966529.7,766405219
TOTAL,12/8/2009,585292234.5,346701769.5,164962938.7,129547166.6,638415892.7,931994004
TOTAL,12/9/2009,1119733915,663281873.1,875460751.9,103414915.7,804140120.4,1783015788
TOTAL,12/10/2009,461843975.7,707381279.3,180060689.3,91199569.89,897964995.8,1169225255
TOTAL,12/13/2009,822162120.8,580844911.2,130479654,105225527.4,1167301851,1403007032
TOTAL,12/14/2009,814107955.3,687936242.7,410058066.1,159216685,932769447,1502044198
TOTAL,12/15/2009,541848373.4,352290856.6,214593415.2,62589746.1,616956068.7,894139230
TOTAL,12/16/2009,484491078.8,399616729.2,154718866.4,78685594.91,650703346.7,884107808
TOTAL,12/17/2009,491272704,689671296,389711520,116913456,674319024,1180944000
TOTAL,12/20/2009,351588848.1,283048061.9,67906149.37,14596648.93,552134111.7,634636910
TOTAL,12/21/2009,373207837.6,1143897193,1024045896,47030255.96,447545984.1,1517105031
TOTAL,12/22/2009,447632550.7,736580546.3,75789638.21,42631671.49,1065791787,1184213097
TOTAL,12/23/2009,387541768.3,996535975.7,105189908.5,65051653.97,1213836181,1384077744
TOTAL,12/24/2009,324833641,497530007,66611455.49,60854909.95,694897282.6,822363648
TOTAL,12/27/2009,364230927.7,249986488.3,40538349.46,41152566.87,532526499.7,614217416
TOTAL,12/28/2009,387345488.4,164428711.6,70075323.4,68971775,412727101.6,551774200
TOTAL,12/29/2009,273272244.2,192787953.1,117918845.1,54280103.3,291053657.4,467931925
TOTAL,12/30/2009,452807243.7,1745286172,136281791.8,59348522.23,2002463102,2198093416
TOTAL,12/31/2009,2235333576,2987408425,193241454,31336452.01,4998164095,5222742001
TOTAL,1/3/2010,305440375.6,194462039.4,9498145.885,25994925.58,464409343.5,499902415
TOTAL,1/4/2010,565166843.5,378350424.5,86803588.66,50006415.2,807650781.4,943517268
TOTAL,1/5/2010,486846451.5,566933746.5,126453623.8,70603273.27,856723301,1053780198
TOTAL,1/6/2010,670418021,631364544,169231733.5,100237257.5,1032313574,1301782565
TOTAL,1/10/2010,627600000,572400000,80400000,43200000,1075200000,1200000000
TOTAL,1/11/2010,673400000,726600000,186200000,60200000,1153600000,1400000000
TOTAL,1/12/2010,557700000,542300000,136400000,88000000,875600000,1100000000
TOTAL,1/13/2010,870642855.1,1534447905,738362863.3,105823993.4,1563308994,2405090760
TOTAL,1/14/2010,742000000,658000000,135800000,60200000,1205400000,1400000000
TOTAL,1/17/2010,703932600,281967400,87745100,56196300,841958600,985900000
TOTAL,1/18/2010,666000000,534000000,115200000,290400000,793200000,1200000000
TOTAL,1/19/2010,1125600000,1274400000,292800000,801600000,1303200000,2400000000
TOTAL,1/20/2010,604500000,695500000,197600000,75400000,1027000000,1300000000
TOTAL,1/21/2010,863200000,436800000,79300000,63700000,1158300000,1300000000
TOTAL,1/26/2010,636956000,349044000,106488000,81838000,797674000,986000000
TOTAL,1/27/2010,741349500,253750500,100505100,89559000,804040800,995100000
TOTAL,1/28/2010,814000000,286000000,133100000,62700000,904200000,1100000000
TOTAL,1/31/2010,791000000,209000000,97000000,59000000,844000000,1000000000
TOTAL,2/1/2010,546219000,251181000,130773600,51033600,615592800,797400000
TOTAL,2/2/2010,699009500,270490500,114401000,84346500,770752500,969500000
TOTAL,2/3/2010,745200000,454800000,193200000,98400000,908400000,1200000000
TOTAL,2/4/2010,668200000,631800000,149500000,72800000,1077700000,1300000000
TOTAL,2/7/2010,541000000,459000000,66000000,68000000,866000000,1000000000
TOTAL,2/8/2010,712800000,487200000,236400000,68400000,895200000,1200000000
TOTAL,2/9/2010,641200000,758800000,336000000,50400000,1013600000,1400000000
TOTAL,2/10/2010,738400000,561600000,249600000,68900000,981500000,1300000000
TOTAL,2/11/2010,344436400,246363600,111661200,68532800,410606000,590800000
TOTAL,2/14/2010,605871000,355829000,115404000,108672100,737623900,961700000
TOTAL,2/15/2010,668496400,218103600,72701200,55855800,758043000,886600000
TOTAL,2/16/2010,699103400,223196600,99608400,52571100,770120500,922300000
TOTAL,2/17/2010,647100000,252900000,132300000,63900000,703800000,900000000
TOTAL,2/18/2010,518400000,681600000,126000000,45600000,1028400000,1200000000
TOTAL,2/21/2010,518972900,473327100,92283900,51599600,847424200,992300000
TOTAL,2/22/2010,455600000,1244400000,161500000,54400000,1482400000,1700000000
TOTAL,2/23/2010,491003100,354096900,167329800,49015800,629599500,845100000
TOTAL,2/24/2010,479700000,820300000,261300000,41600000,995800000,1300000000
TOTAL,2/25/2010,434425600,535274400,43636500,31030400,895033100,969700000
TOTAL,2/28/2010,434412160,535257840,43635150,31029440,895005410,969670000
TOTAL,3/1/2010,418600000,981400000,499800000,70000000,830200000,1400000000
TOTAL,3/2/2010,420563895.9,292305810,178805602.8,64022101.8,470184589.5,712941000
TOTAL,3/3/2010,564935331,340029163.5,153768844.5,95845324.5,655440831,905055000
TOTAL,3/4/2010,381045000,283955000,57855000,35910000,571235000,665000000
TOTAL,3/7/2010,368280480.5,273818303.2,74811989.5,31401770.7,535949239.8,642163000
TOTAL,3/8/2010,427155600,410404400,184263200,410404400,611418800,837560000
TOTAL,3/9/2010,442163206.2,1082537505,213458099.5,60988028.44,1250254583,1524700711
TOTAL,3/10/2010,353871599.8,509229863.2,112203190.2,43155073.15,707743199.7,863101463
TOTAL,3/11/2010,420457988.8,493581117.2,118825083.8,82263519.54,722090893.7,914039106
TOTAL,3/14/2010,470830283,380580717,91100977,124306006,636004017,851411000
TOTAL,3/15/2010,501876071.5,818850432.5,198108975.6,132072650.4,990544878,1320726504
TOTAL,3/16/2010,349679743,592853257,257311509,63149711,622071780,942533000
TOTAL,3/17/2010,450595986.4,1002939454,494202049.6,72676772,886656618.4,1453535440
TOTAL,3/18/2010,453873004,572988996,323461530,72907202,630493268,1026862000
TOTAL,3/21/2010,310688972,285643028,38165248,17293628,541469456,596332000
TOTAL,3/22/2010,339045408,485882592,169110240,55270176,600547584,824928000
TOTAL,3/23/2010,704754023,1106952977,391328712,157618509,1262759779,1811707000
TOTAL,3/24/2010,569788940.6,365825083.4,181509120.7,105724384.7,648380518.6,935614024
TOTAL,3/25/2010,406997702.1,592996651.9,204998842.6,116999339.4,677996172,999994354
TOTAL,3/28/2010,538829992.4,292697773.6,119739998.3,63196110.22,648591657.5,831527766
TOTAL,3/29/2010,591962597.8,380630975.2,225277364.2,78993361.49,663836804.5,975226685
TOTAL,3/30/2010,439237751.4,503332530.6,99912449.89,56554216.92,786103615.2,942570282
TOTAL,3/31/2010,573374670,508464330,207713088,69237696,804888216,1081839000
TOTAL,4/1/2010,736085424,569030576,272769244,79612076,951429564,1305116000
TOTAL,4/6/2010,658194295,463090705,248925270,87460230,784899500,1121285000
TOTAL,4/7/2010,966514456.8,649730454.2,326481472,164856980.9,1124906458,1616244911
TOTAL,4/8/2010,917047914.3,645214290.7,356195782.7,109358354.4,1079366957,1562262205
TOTAL,4/11/2010,1059600075,745510785.6,503625930.2,153434423.2,1148050508,1805110861
TOTAL,4/12/2010,978832595,638152320,392197780,146243240,1123413980,1661855000
TOTAL,4/13/2010,980350259.8,764045220.2,368067446.3,155251197.7,1221076836,1744395480
TOTAL,4/14/2010,1211549304,848908696,304947784,150413434,1605096782,2060458000
TOTAL,4/15/2010,1068982669,657968331,385110073,113978766,1227862161,1726951000
TOTAL,4/18/2010,745743612,677832676,210493737,61910826,1151171725,1423576287
TOTAL,4/19/2010,605530042,477707958,256727406,59578090,766932504,1083238000
TOTAL,4/20/2010,872221652,2145846348,274644188,1644847060,1098576752,3018068000
TOTAL,4/21/2010,935570314.2,682357962,218683395,144692772.7,1280859885,1644236053
TOTAL,4/22/2010,705177665.7,656169179.3,253210513.2,72151382.79,1037346296,1361346845
TOTAL,4/26/2010,680520396.2,782964326.8,332211032.1,95126507,1036147184,1463484723
TOTAL,4/27/2010,651453467.6,749080444,224107836.6,52665341.61,1123900801,1400673979
TOTAL,4/28/2010,896151612.3,768462909.6,238396639.2,84737352.9,1341813486,1664781000
TOTAL,4/29/2010,693482496,485909504,140347648,73122304,965922048,1179392000
TOTAL,5/2/2010,542228183.3,350622439.7,127588354,71963760.21,693298508.8,892850623
TOTAL,5/3/2010,497642583.7,262697498.3,153436628.5,63260294.82,543643158.6,760340082
TOTAL,5/4/2010,683976354.9,409528505.1,226016519.5,72521242.32,794978033.2,1093504860
TOTAL,5/5/2010,638961032,714769968,365507370,64979088,923244542,1353731000
